,RXCUI,ATC
17806,360094,S01XA26
17807,360094,A11HA04
17808,209374,N02BE01
17809,1294348,C01CA06
17810,1294348,R01AA04
17811,1294348,R01AB01
17812,1294348,R01BA03
17813,1294348,S01FB01
17814,1294348,S01GA05
17815,1294348,D04AA32
17816,1294348,R06AA02
17817,221168,G03BA03
17818,92995,A03BA01
17819,92995,S01FA01
17820,1093113,D04AA32
17821,1093113,R06AA02
17822,1806966,A09AA01
17823,644535,B05BC02
17824,644535,D02AE01
17825,1007835,A11CC05
17826,1007835,A12AA13
17827,104896,A04AA01
17828,206880,D10AD04
17829,206880,D10BA01
17830,1872065,J05AB06
17831,1872065,S01AD09
17832,1661352,B02BD10
17833,1661352,B02BD02
17834,1661352,B02BD14
17835,200089,G03XX01
17836,200089,A14AA07
17837,755497,R03AC02
17838,755497,R03CC02
17839,859975,N05AH05
17840,1812169,C01CA07
17841,1087457,A03BA03
17842,1087457,J01XX05
17843,1087457,G04BX12
17844,1087457,V03AB17
17845,1087457,V04CG05
17846,216903,N02BE01
17847,216903,N02AA05
17848,322155,B01AX05
17849,647295,R03AC02
17850,647295,R03CC02
17851,1735494,H01AC01
17852,1014674,R06AE07
17853,1242631,B05BC02
17854,1242631,D02AE01
17855,197745,C02AC02
17856,217944,G01AD01
17857,1146688,A03BA03
17858,309889,C01AA05
17859,1901,A12AA07
17860,1901,B05XA07
17861,1901,G04BA03
17862,617768,A06AX03
17863,848956,J01MA02
17864,848956,S01AE03
17865,848956,S02AA15
17866,848956,S03AA07
17867,203276,C03AA03
17868,1007535,B05BC02
17869,1007535,D02AE01
17870,311450,V04CX04
17871,311450,A06AD16
17872,311450,B05BC01
17873,311450,B05CX04
17874,311450,R05CB16
17875,328134,L01EB01
17876,466540,D06AX05
17877,466540,J01XX10
17878,466540,R02AB04
17879,466540,C05AD07
17880,466540,D04AB07
17881,466540,A01AB08
17882,466540,A07AA01
17883,466540,B05CA09
17884,466540,D06AX04
17885,466540,J01GB05
17886,466540,R02AB01
17887,466540,S01AA03
17888,466540,S02AA07
17889,466540,S03AA01
17890,466540,A07AA05
17891,466540,J01XB02
17892,466540,S01AA18
17893,466540,S02AA11
17894,466540,S03AA03
17895,313585,N06AX16
17896,1370982,G03XC05
17897,153640,N05AH04
17898,204264,P02BA01
17899,1094160,G04BX06
17900,215499,D10AX03
17901,606730,A02BC05
17902,1667886,R03BB04
17903,208180,J01CA12
17904,196488,A07EA06
17905,196488,D07AC09
17906,196488,R01AD05
17907,196488,R03BA02
17908,866907,C10AC04
17909,198071,M01CC01
17910,1008338,M02AB01
17911,1008338,N01BX04
17912,1008338,C01BB01
17913,1008338,C05AD01
17914,1008338,D04AB01
17915,1008338,N01BB02
17916,1008338,R02AD02
17917,1008338,S01HA07
17918,1008338,S02DA01
17919,966536,A07EA07
17920,966536,D07AC15
17921,966536,R01AD01
17922,966536,R03BA01
17923,213694,D06BB03
17924,213694,J05AB01
17925,213694,S01AD03
17926,801957,N05BA01
17927,858342,D11AX18
17928,858342,M01AB05
17929,858342,M02AA15
17930,858342,S01BC03
17931,1738483,N06AB05
17932,727757,L04AB01
17933,993511,N06AX12
17934,312516,A12BA01
17935,312516,B05XA01
17936,1237062,N01AH01
17937,1237062,N02AB03
17938,208171,A11CC02
17939,202886,G03AC06
17940,202886,G03DA02
17941,202886,L02AB02
17942,1242590,R05DA09
17943,1242590,R06AA09
17944,311877,D06AX09
17945,311877,R01AX06
17946,991369,C05BB05
17947,991369,D08AE03
17948,991369,N01BX03
17949,991369,R02AA19
17950,1306284,V03AX03
17951,1551888,L04AB04
17952,892473,N02AA01
17953,1808222,N01AX10
17954,210676,M03AC11
17955,857136,N02BE01
17956,857136,R05DA03
17957,1601392,L01EF01
17958,352396,A02AA01
17959,352396,A06AD01
17960,352396,A02AB01
17961,1048336,A03BA03
17962,1048336,J01XX05
17963,1048336,G04BX12
17964,1048336,V03AB17
17965,1048336,V04CG05
17966,581255,B05CX03
17967,581255,B05XB03
17968,581255,V03AB26
17969,581255,N06AX02
17970,1591964,B03XA03
17971,967916,A11CC05
17972,349434,J02AC03
17973,1007618,M02AB01
17974,1007618,N01BX04
17975,1300295,R02AA09
17976,1300295,C05AD03
17977,1300295,D04AB04
17978,1300295,N01BA05
17979,1300295,R02AD01
17980,1300295,D08AJ08
17981,1998460,N05AX12
17982,1732006,N02AA01
17983,1101534,C01CA06
17984,1101534,R01AA04
17985,1101534,R01AB01
17986,1101534,R01BA03
17987,1101534,S01FB01
17988,1101534,S01GA05
17989,1101534,N02BE01
17990,827668,D10AX02
17991,827668,S01AX06
17992,404630,A01AC02
17993,404630,C05AA09
17994,404630,D07AB19
17995,404630,D07XB05
17996,404630,D10AA03
17997,404630,H02AB02
17998,404630,R01AD03
17999,404630,S01BA01
18000,404630,S01CB01
18001,404630,S02BA06
18002,404630,S03BA01
18003,404630,J01MA02
18004,404630,S01AE03
18005,404630,S02AA15
18006,404630,S03AA07
18007,1006685,S01AB04
18008,1006685,D10AF06
18009,309090,J01DD04
18010,1102274,J05AG05
18011,1302664,D10AF07
18012,1302664,A01AB23
18013,1302664,J01AA08
18014,1225,A03BA03
18015,220923,G01AD02
18016,220923,S02AA10
18017,220923,A01AC03
18018,220923,A07EA02
18019,220923,C05AA01
18020,220923,D07AA02
18021,220923,D07XA01
18022,220923,H02AB09
18023,220923,S01BA02
18024,220923,S01CB03
18025,220923,S02BA01
18026,706868,J01FA10
18027,706868,S01AA26
18028,617614,A01AA01
18029,617614,A12CD01
18030,1114865,C01CA06
18031,1114865,R01AA04
18032,1114865,R01AB01
18033,1114865,R01BA03
18034,1114865,S01FB01
18035,1114865,S01GA05
18036,10849,R06AX07
18037,1191299,C05AA10
18038,1191299,D07AC04
18039,1191299,S01BA15
18040,1191299,S02BA08
18041,1115,N04AA01
18042,1543001,N02AE01
18043,1543001,N07BC01
18044,818852,R05DA04
18045,818852,C01CA06
18046,818852,R01AA04
18047,818852,R01AB01
18048,818852,R01BA03
18049,818852,S01FB01
18050,818852,S01GA05
18051,1190776,A03BA01
18052,1190776,S01FA01
18053,1114846,A11CC05
18054,1114846,M01AX25
18055,1114846,M01AX05
18056,153154,C07AB03
18057,153154,C03AA03
18058,153154,C03DB01
18059,995956,R05CA03
18060,995956,R05DA04
18061,1721614,V03AX03
18062,1721614,J05AJ02
18063,1721614,J05AF13
18064,1721614,J05AF09
18065,204870,R05CB05
18066,204870,V03AF01
18067,721791,N05AH04
18068,33290,C05BB05
18069,33290,D08AE03
18070,33290,N01BX03
18071,33290,R02AA19
18072,1738541,A07EA04
18073,1738541,C05AA05
18074,1738541,D07AC01
18075,1738541,D07XC01
18076,1738541,H02AB01
18077,1738541,R01AD06
18078,1738541,R03BA04
18079,1738541,S01BA06
18080,1738541,S01CB04
18081,1738541,S02BA07
18082,1738541,S03BA03
18083,204807,A02AA04
18084,204807,G04BX01
18085,204807,A06AB07
18086,428899,M01AX05
18087,428899,M01AX25
18088,728656,H03AA01
18089,1100896,A11CC01
18090,1100896,A02AC01
18091,1100896,A12AA04
18092,312548,D02BA01
18093,238129,N02AE01
18094,238129,N07BC01
18095,239239,D01AA08
18096,239239,D01BA01
18097,1012396,N01BB01
18098,1043560,A10BH03
18099,197645,A11CC01
18100,800112,A12AA07
18101,800112,B05XA07
18102,800112,G04BA03
18103,800112,G01AD01
18104,800112,B05CX01
18105,800112,V04CA02
18106,800112,V06DC01
18107,800112,A12CC01
18108,800112,B05XA11
18109,800112,A12CA01
18110,800112,B05CB01
18111,800112,B05XA03
18112,1659285,J01DD02
18113,1876385,L04AA36
18114,606947,N02BE01
18115,606947,A03AX10
18116,606947,N05CC04
18117,1090073,D04AA32
18118,1090073,R06AA02
18119,10368,R03AC03
18120,10368,R03CC03
18121,903694,H03AA02
18122,1736545,C07AB09
18123,1791405,V04CX04
18124,1791405,A06AD16
18125,1791405,B05BC01
18126,1791405,B05CX04
18127,1791405,R05CB16
18128,1037328,A01AC03
18129,1037328,A07EA02
18130,1037328,C05AA01
18131,1037328,D07AA02
18132,1037328,D07XA01
18133,1037328,H02AB09
18134,1037328,S01BA02
18135,1037328,S01CB03
18136,1037328,S02BA01
18137,343050,A12BA01
18138,343050,B05XA01
18139,606726,A02BC05
18140,897700,C08DA01
18141,404063,D10AD04
18142,404063,D10BA01
18143,1007134,G03CA57
18144,1007134,G03BA02
18145,1007134,G03EK01
18146,313422,D01AE18
18147,220141,J06BB16
18148,261715,L01XD04
18149,1012994,C01BB01
18150,1012994,C05AD01
18151,1012994,D04AB01
18152,1012994,N01BB02
18153,1012994,R02AD02
18154,1012994,S01HA07
18155,1012994,S02DA01
18156,1235588,J05AJ01
18157,8010,P01CB02
18158,198140,P02BA01
18159,1658244,A06AD04
18160,1658244,A12CC02
18161,1658244,B05XA05
18162,1658244,D11AX05
18163,1658244,V04CC02
18164,979438,C07AB09
18165,1860133,A12BA01
18166,1860133,B05XA01
18167,691010,A02AC01
18168,691010,A12AA04
18169,691010,A02AA01
18170,691010,A06AD01
18171,691010,A02AA02
18172,691010,A06AD02
18173,691010,A12CC10
18174,904174,A06AB06
18175,1799001,A16AX04
18176,608618,H03BB02
18177,1442542,R05DA03
18178,285018,A10AE04
18179,261105,L04AB01
18180,993548,N06AX12
18181,258494,L02BG06
18182,794979,A07EA01
18183,794979,C05AA04
18184,794979,D07AA03
18185,794979,D07XA02
18186,794979,H02AB06
18187,794979,R01AD02
18188,794979,S01BA04
18189,794979,S01CB02
18190,794979,S02BA03
18191,794979,S03BA02
18192,977434,L01EG02
18193,977434,L04AA18
18194,580285,A07FA02
18195,795144,G03GA04
18196,897649,C08DA01
18197,404783,R05DB05
18198,404783,R01BA02
18199,42634,H01BA02
18200,1050506,R01BA02
18201,1193332,L01EJ01
18202,313776,N05AE04
18203,208591,A01AB08
18204,208591,A07AA01
18205,208591,B05CA09
18206,208591,D06AX04
18207,208591,J01GB05
18208,208591,R02AB01
18209,208591,S01AA03
18210,208591,S02AA07
18211,208591,S03AA01
18212,208591,A07AA05
18213,208591,J01XB02
18214,208591,S01AA18
18215,208591,S02AA11
18216,208591,S03AA03
18217,208591,A01AC02
18218,208591,C05AA09
18219,208591,D07AB19
18220,208591,D07XB05
18221,208591,D10AA03
18222,208591,H02AB02
18223,208591,R01AD03
18224,208591,S01BA01
18225,208591,S01CB01
18226,208591,S02BA06
18227,208591,S03BA01
18228,1245389,A02AC01
18229,1245389,A12AA04
18230,1245389,A12CC01
18231,1245389,B05XA11
18232,1489762,V09FX01
18233,210659,A06AC08
18234,1099488,R06AX07
18235,1099488,R01BA02
18236,607076,A02AA02
18237,607076,A06AD02
18238,607076,A12CC10
18239,904583,C07AA07
18240,1547773,C05AD02
18241,1547773,D04AB06
18242,1547773,N01BA03
18243,1547773,S01HA03
18244,261459,A02AA02
18245,261459,A06AD02
18246,261459,A12CC10
18247,261459,A11HA02
18248,898499,M09AB02
18249,1430990,N06DA02
18250,1430990,N06DA52
18251,1430990,N06DX01
18252,896243,R03AC12
18253,896243,D07AC17
18254,896243,R01AD08
18255,896243,R03BA05
18256,896243,R03AK06
18257,104062,A02BA01
18258,219038,C01BD01
18259,34372,A07EA01
18260,34372,C05AA04
18261,34372,D07AA03
18262,34372,D07XA02
18263,34372,H02AB06
18264,34372,R01AD02
18265,34372,S01BA04
18266,34372,S01CB02
18267,34372,S02BA03
18268,34372,S03BA02
18269,604394,A11HA03
18270,1006701,S01AB04
18271,1006701,D10AF06
18272,643123,A07EA01
18273,643123,C05AA04
18274,643123,D07AA03
18275,643123,D07XA02
18276,643123,H02AB06
18277,643123,R01AD02
18278,643123,S01BA04
18279,643123,S01CB02
18280,643123,S02BA03
18281,643123,S03BA02
18282,1918242,L01XK02
18283,1042645,P03AX05
18284,849049,N03AX09
18285,1490662,G03BA03
18286,198891,B03BA01
18287,153972,P01BA02
18288,1743557,J01DC05
18289,853498,L04AC08
18290,1599553,B01AF03
18291,94650,M02AB01
18292,94650,N01BX04
18293,1726097,L01AA09
18294,647123,N03AX14
18295,213499,D11AX25
18296,213499,A01AB02
18297,213499,D08AX01
18298,213499,S02AA06
18299,1190122,D03AX05
18300,1190122,M09AX01
18301,1190122,R01AX09
18302,1190122,S01KA01
18303,604515,A01AC03
18304,604515,A07EA02
18305,604515,C05AA01
18306,604515,D07AA02
18307,604515,D07XA01
18308,604515,H02AB09
18309,604515,S01BA02
18310,604515,S01CB03
18311,604515,S02BA01
18312,1670017,A10AE06
18313,1670353,N03AB02
18314,287734,L01BA01
18315,287734,L04AX03
18316,251154,A11CC05
18317,1745062,N01BB01
18318,197500,C03BA04
18319,1020023,R06AE07
18320,822929,N06BA02
18321,822929,N06BA01
18322,251577,D01AE12
18323,251577,S01BC08
18324,1791840,C01CE02
18325,850457,J05AE10
18326,637197,C01EB16
18327,637197,G02CC01
18328,637197,M01AE01
18329,637197,M02AA13
18330,637197,R02AX02
18331,352957,S01AB04
18332,352957,D10AF06
18333,352957,D10AB02
18334,1994389,N03AX16
18335,994528,D11AX26
18336,994528,N06BC01
18337,994528,A01AD05
18338,994528,B01AC06
18339,994528,N02BA01
18340,994528,M03BC01
18341,636607,M01AX25
18342,636607,M01AX05
18343,1044606,A12CA01
18344,1044606,B05CB01
18345,1044606,B05XA03
18346,312829,N05AX08
18347,543613,D11AX11
18348,389171,A02BC01
18349,1232714,R01AA06
18350,1232714,R01AB03
18351,1232714,S01GA02
18352,1654006,N01AX07
18353,311166,J04AC01
18354,31819,P01AX11
18355,748325,B02BC06
18356,748325,B02BD30
18357,848155,C03AA03
18358,848155,C09CA03
18359,848155,C08CA01
18360,848155,C09DX01
18361,1366500,R06AE04
18362,486042,B05CB02
18363,486042,A09AB04
18364,215168,G03CA03
18365,218564,D01AE22
18366,1719005,L01BC05
18367,353022,C03AA03
18368,353022,C09CA02
18369,212844,L04AD01
18370,212844,S01XA18
18371,1099573,N03AG01
18372,206918,C01EB16
18373,206918,G02CC01
18374,206918,M01AE01
18375,206918,M02AA13
18376,206918,R02AX02
18377,689380,R06AB04
18378,689380,R05DA04
18379,689380,C01CA06
18380,689380,R01AA04
18381,689380,R01AB01
18382,689380,R01BA03
18383,689380,S01FB01
18384,689380,S01GA05
18385,857734,R05DA03
18386,857734,C01CA06
18387,857734,R01AA04
18388,857734,R01AB01
18389,857734,R01BA03
18390,857734,S01FB01
18391,857734,S01GA05
18392,857734,R06AB04
18393,1361568,B01AB01
18394,1361568,C05BA03
18395,1361568,S01XA14
18396,1865958,D11AH06
18397,831103,C08DB01
18398,831103,C05AE03
18399,753562,A02BC01
18400,753562,B05CB04
18401,753562,B05XA02
18402,647115,A16AB09
18403,261547,N03AX14
18404,845150,G04BD11
18405,1999587,L02BB05
18406,1008290,M01AX05
18407,1190930,N02BE01
18408,1190930,R06AB06
18409,61381,N05AH03
18410,2003715,N02AA01
18411,1085945,D04AA32
18412,1085945,R06AA02
18413,309311,L01XA01
18414,402698,C08CA02
18415,205610,D07AC07
18416,284428,A09AA01
18417,1421475,A16AA04
18418,1421475,S01XA21
18419,238920,A07EA04
18420,238920,C05AA05
18421,238920,D07AC01
18422,238920,D07XC01
18423,238920,H02AB01
18424,238920,R01AD06
18425,238920,R03BA04
18426,238920,S01BA06
18427,238920,S01CB04
18428,238920,S02BA07
18429,238920,S03BA03
18430,1716071,N02AE01
18431,1716071,N07BC01
18432,312938,N06AB06
18433,847082,B05BC02
18434,847082,D02AE01
18435,3521,B01AC07
18436,1602607,N05AX12
18437,904504,D10AE01
18438,199246,A10BB12
18439,284681,C05AA10
18440,284681,D07AC04
18441,284681,S01BA15
18442,284681,S02BA08
18443,1593771,R05DB10
18444,1593771,D04AA02
18445,1593771,R06AC01
18446,1593771,N02BE01
18447,1726652,D11AX12
18448,1657188,N02CC01
18449,403854,C03AA03
18450,403854,C09CA08
18451,259143,M01AX25
18452,1098161,D03AX05
18453,1098161,M09AX01
18454,1098161,R01AX09
18455,1098161,S01KA01
18456,213344,N06AB04
18457,1441740,G03XC02
18458,1441740,G03CA57
18459,1441740,G03CC07
18460,1552356,C05AA10
18461,1552356,D07AC04
18462,1552356,S01BA15
18463,1552356,S02BA08
18464,1940496,A10BK01
18465,1940496,A10BA02
18466,1940496,A10BD15
18467,1008473,C05AD07
18468,1008473,D04AB07
18469,1008473,C01CA06
18470,1008473,R01AA04
18471,1008473,R01AB01
18472,1008473,R01BA03
18473,1008473,S01FB01
18474,1008473,S01GA05
18475,227059,C08CA05
18476,994277,A01AD05
18477,994277,B01AC06
18478,994277,N02BA01
18479,994277,D11AX26
18480,994277,N06BC01
18481,994277,R05DA04
18482,261044,A01AC03
18483,261044,A07EA02
18484,261044,C05AA01
18485,261044,D07AA02
18486,261044,D07XA01
18487,261044,H02AB09
18488,261044,S01BA02
18489,261044,S01CB03
18490,261044,S02BA01
18491,1746511,R06AA09
18492,359144,R03AC02
18493,359144,R03CC02
18494,899464,N06BA11
18495,882548,L01XF01
18496,882548,D10AD01
18497,882548,D10AF01
18498,882548,G01AA10
18499,882548,J01FF01
18500,208463,N05CD07
18501,8985,P02CC01
18502,1607798,V03AC03
18503,1049179,N02BE01
18504,1049179,R01BA02
18505,1115898,D10AB02
18506,1115898,S01AB04
18507,1115898,D10AF06
18508,1736863,A10AE04
18509,1741907,D10AX05
18510,1741907,J04BA02
18511,1722695,A01AD05
18512,1722695,B01AC06
18513,1722695,N02BA01
18514,1722695,A02AC01
18515,1722695,A12AA04
18516,540237,A01AA01
18517,540237,A12CD01
18518,214298,C05AD03
18519,214298,D04AB04
18520,214298,N01BA05
18521,214298,R02AD01
18522,214298,R05DA09
18523,9873,A01AA01
18524,9873,A12CD01
18525,56092,A03BB03
18526,56092,S01FA03
18527,208435,D06BA05
18528,208435,J01EB06
18529,198252,A01AB13
18530,198252,D06AA04
18531,198252,J01AA07
18532,198252,S01AA09
18533,198252,S02AA08
18534,198252,S03AA02
18535,151229,N03AX11
18536,402105,C03DA04
18537,999640,A01AB07
18538,999640,D08AH03
18539,999640,G01AC30
18540,999640,R02AA14
18541,690161,S01AB04
18542,690161,D10AF06
18543,690161,A07EA01
18544,690161,C05AA04
18545,690161,D07AA03
18546,690161,D07XA02
18547,690161,H02AB06
18548,690161,R01AD02
18549,690161,S01BA04
18550,690161,S01CB02
18551,690161,S02BA03
18552,690161,S03BA02
18553,2002735,G01AD03
18554,2002735,S01XA15
18555,2002735,A11GA01
18556,616161,V03AC03
18557,207341,N05CD08
18558,219806,A01AC03
18559,219806,A07EA02
18560,219806,C05AA01
18561,219806,D07AA02
18562,219806,D07XA01
18563,219806,H02AB09
18564,219806,S01BA02
18565,219806,S01CB03
18566,219806,S02BA01
18567,6055,N07AX01
18568,6055,S01EB01
18569,153473,L01XX03
18570,763252,C10AB05
18571,1049163,R01BA02
18572,1098701,B03BA01
18573,1098701,V04CX02
18574,1098701,B03BB01
18575,1719222,B02BD02
18576,1008784,B05CB04
18577,1008784,B05XA02
18578,1008784,A12CC01
18579,1008784,B05XA11
18580,1008784,A12CA01
18581,1008784,B05CB01
18582,1008784,B05XA03
18583,412104,A16AA06
18584,1724668,R03DA05
18585,710529,G03AC08
18586,710529,G03CA01
18587,710529,L02AA03
18588,1372652,R05DA09
18589,1372652,C01CA06
18590,1372652,R01AA04
18591,1372652,R01AB01
18592,1372652,R01BA03
18593,1372652,S01FB01
18594,1372652,S01GA05
18595,1372652,R05CA03
18596,1649988,A01AB22
18597,1649988,J01AA02
18598,823998,J01EC01
18599,823998,J01EA01
18600,823998,J01EE01
18601,904390,R05DB01
18602,216431,G03BA03
18603,1193101,B03BA01
18604,1193101,V04CX02
18605,1193101,B03BB01
18606,1193101,A11HA02
18607,71901,S01GX05
18608,849860,C08DB01
18609,849860,C05AE03
18610,968851,N07BA01
18611,1007538,A12AA07
18612,1007538,B05XA07
18613,1007538,G04BA03
18614,1007538,B05CX01
18615,1007538,V04CA02
18616,1007538,V06DC01
18617,1007538,A12BA01
18618,1007538,B05XA01
18619,1007538,A12CA01
18620,1007538,B05CB01
18621,1007538,B05XA03
18622,6845,M03BA03
18623,309370,A01AB18
18624,309370,D01AC01
18625,309370,G01AF02
18626,617316,J01CA04
18627,993681,N06AX12
18628,1544394,L01BA01
18629,1544394,L04AX03
18630,892355,N02AA01
18631,1359107,A02BB01
18632,1359107,G02AD06
18633,1359107,D11AX18
18634,1359107,M01AB05
18635,1359107,M02AA15
18636,1359107,S01BC03
18637,27781,V08AB05
18638,203354,N02AA01
18639,1790533,N02AA05
18640,342369,L04AX04
18641,1251395,A07BA01
18642,1795251,B05CX01
18643,1795251,V04CA02
18644,1795251,V06DC01
18645,1795251,A12CA01
18646,1795251,B05CB01
18647,1795251,B05XA03
18648,106387,P03AC04
18649,1592736,L01EX09
18650,207088,N03AD03
18651,1482521,N03AF04
18652,4316,C08CA02
18653,539507,R06AX07
18654,1716268,V03AC02
18655,311491,C05BB05
18656,311491,D08AE03
18657,311491,N01BX03
18658,311491,R02AA19
18659,352228,N05AE04
18660,93006,C01DA08
18661,93006,C05AE02
18662,210062,B03AA07
18663,210062,B03AD03
18664,1113392,R05DA04
18665,1113392,D04AA10
18666,1113392,R06AD02
18667,1113392,C01CA06
18668,1113392,R01AA04
18669,1113392,R01AB01
18670,1113392,R01BA03
18671,1113392,S01FB01
18672,1113392,S01GA05
18673,1597582,L01XK01
18674,214633,R05DA03
18675,214633,C01CA06
18676,214633,R01AA04
18677,214633,R01AB01
18678,214633,R01BA03
18679,214633,S01FB01
18680,214633,S01GA05
18681,214633,D04AA02
18682,214633,R06AC01
18683,1011715,C09XA02
18684,1011715,C03AA03
18685,1011715,C09XA52
18686,7646,A02BC01
18687,834022,M01AB15
18688,834022,S01BC05
18689,3098,L01AX04
18690,7895,A03AD01
18691,7895,G04BE02
18692,314078,N05AH01
18693,1492733,L04AA32
18694,1734642,J05AP10
18695,1734642,J05AP11
18696,1734642,J05AP54
18697,203170,N02AF01
18698,756008,A11HA03
18699,756008,C01EB09
18700,807276,J07AM01
18701,807276,J07AF
18702,807276,J07AF01
18703,198103,N05AG02
18704,1089805,S01KA02
18705,1666615,M03BX01
18706,854896,N05CF02
18707,608926,C05AD03
18708,608926,D04AB04
18709,608926,N01BA05
18710,608926,R02AD01
18711,1115457,L02AE02
18712,207824,A02BA01
18713,896273,R03AC12
18714,896273,D07AC17
18715,896273,R01AD08
18716,896273,R03BA05
18717,896273,R03AK06
18718,1099870,N03AG01
18719,198048,J01MA01
18720,198048,S01AE01
18721,198048,S02AA16
18722,314040,C01DA08
18723,314040,C05AE02
18724,221163,A09AB04
18725,617772,N02BE01
18726,617772,R06AB05
18727,617772,D04AA16
18728,617772,C01CA06
18729,617772,R01AA04
18730,617772,R01AB01
18731,617772,R01BA03
18732,617772,S01FB01
18733,617772,S01GA05
18734,998400,R05DA04
18735,998400,C01CA06
18736,998400,R01AA04
18737,998400,R01AB01
18738,998400,R01BA03
18739,998400,S01FB01
18740,998400,S01GA05
18741,998400,R06AB02
18742,197311,D06BB03
18743,197311,J05AB01
18744,197311,S01AD03
18745,1731545,N02AA01
18746,1740437,L02AE05
18747,207131,H02AA02
18748,404586,A02AB01
18749,404586,A02AA04
18750,404586,G04BX01
18751,197978,C03BA08
18752,197887,C03AA03
18753,197887,C09AA03
18754,1090636,A12AA07
18755,1090636,B05XA07
18756,1090636,G04BA03
18757,1090636,B05CX01
18758,1090636,V04CA02
18759,1090636,V06DC01
18760,1090636,B05CX03
18761,1090636,B05XB03
18762,1090636,A12CC01
18763,1090636,B05XA11
18764,1090636,V03AB26
18765,1090636,A12CA01
18766,1090636,B05CB01
18767,1090636,B05XA03
18768,1090636,N06AX02
18769,1090636,B05XA08
18770,404637,G04BE09
18771,219339,D06AX07
18772,219339,J01GB03
18773,219339,S01AA11
18774,219339,S02AA14
18775,219339,S03AA06
18776,219339,A07EA01
18777,219339,C05AA04
18778,219339,D07AA03
18779,219339,D07XA02
18780,219339,H02AB06
18781,219339,R01AD02
18782,219339,S01BA04
18783,219339,S01CB02
18784,219339,S02BA03
18785,219339,S03BA02
18786,1431972,D11AH01
18787,1431972,L04AD02
18788,1302279,A06AA02
18789,807277,J07AM01
18790,807277,J07AF
18791,807277,J07AF01
18792,29256,B05CA06
18793,29256,J01XX06
18794,865105,D01AE12
18795,865105,S01BC08
18796,431754,N06AX16
18797,1361515,R01BA02
18798,206345,A16AA01
18799,6851,L01BA01
18800,6851,L04AX03
18801,213490,G03CA03
18802,1087607,D04AA32
18803,1087607,R06AA02
18804,1087607,N02BE01
18805,1743726,D07AA01
18806,1743726,D10AA02
18807,1743726,H02AB04
18808,847060,C03AA03
18809,847060,C09CA08
18810,1795478,B05CX01
18811,1795478,V04CA02
18812,1795478,V06DC01
18813,1307298,L02BB04
18814,81999,C08DB01
18815,81999,C05AE03
18816,1189316,R05DA09
18817,1189316,N02BE01
18818,1189316,C01CA06
18819,1189316,R01AA04
18820,1189316,R01AB01
18821,1189316,R01BA03
18822,1189316,S01FB01
18823,1189316,S01GA05
18824,1087427,R06AB04
18825,1087427,R05DA03
18826,2187,J01DC05
18827,1665050,J01DB04
18828,7617,H01CB02
18829,206208,D10AX01
18830,104701,N05BA01
18831,1435917,A11CC05
18832,221079,A09AB04
18833,1085744,A01AC01
18834,1085744,C05AA12
18835,1085744,D07AB09
18836,1085744,D07XB02
18837,1085744,H02AB08
18838,1085744,R01AD11
18839,1085744,R03BA06
18840,1085744,S01BA05
18841,108852,D06BB06
18842,108852,J05AB13
18843,108852,J05AB09
18844,108852,S01AD07
18845,196503,C10AA01
18846,237650,B05CX01
18847,237650,V04CA02
18848,237650,V06DC01
18849,466549,A01AD05
18850,466549,B01AC06
18851,466549,N02BA01
18852,466549,D11AX26
18853,466549,N06BC01
18854,83395,J05AE01
18855,895371,A06AB06
18856,895371,A06AA02
18857,202856,L01XA01
18858,1801319,C10AX13
18859,998461,A01AB09
18860,998461,A07AC01
18861,998461,D01AC02
18862,998461,G01AF04
18863,998461,J02AB01
18864,998461,S02AA13
18865,199281,A01AD05
18866,199281,B01AC06
18867,199281,N02BA01
18868,1049625,N02AA05
18869,1049625,N02BE01
18870,208947,A01AC03
18871,208947,A07EA02
18872,208947,C05AA01
18873,208947,D07AA02
18874,208947,D07XA01
18875,208947,H02AB09
18876,208947,S01BA02
18877,208947,S01CB03
18878,208947,S02BA01
18879,1729521,C03CA04
18880,197975,G03BA02
18881,197975,G03EK01
18882,1657758,J07AF
18883,1657758,J07AF01
18884,1657758,J07AM01
18885,1011872,N07BA01
18886,995281,N05BB01
18887,616905,R05DB05
18888,616905,C01CA06
18889,616905,R01AA04
18890,616905,R01AB01
18891,616905,R01BA03
18892,616905,S01FB01
18893,616905,S01GA05
18894,616905,D04AA02
18895,616905,R06AC01
18896,206962,C01EB03
18897,206962,M01AB01
18898,206962,M02AA23
18899,206962,S01BC01
18900,105330,D01AE15
18901,105330,D01BA02
18902,979464,C03AA03
18903,979464,C09CA01
18904,199143,C04AC01
18905,199143,C10AD02
18906,200143,B03AA07
18907,200143,B03AD03
18908,616159,V03AC03
18909,236066,C09AA13
18910,606253,A10BB12
18911,606253,A10BD04
18912,606253,A10BG02
18913,827206,P03AX06
18914,827206,A16AX05
18915,607999,A10BG03
18916,607999,A10BD05
18917,607999,A10BA02
18918,1922765,C07AA07
18919,71225,G04BE07
18920,71225,N04BC07
18921,217017,A06AB06
18922,309786,B05CX01
18923,309786,V04CA02
18924,309786,V06DC01
18925,309786,A12BA01
18926,309786,B05XA01
18927,854241,B01AB05
18928,1743857,D07AA01
18929,1743857,D10AA02
18930,1743857,H02AB04
18931,1728079,L01BA04
18932,857182,C03AA03
18933,857182,C09AA09
18934,1091174,N06BA04
18935,21249,D07AB21
18936,313002,A12CA01
