,RXCUI,ATC
29823,214130,N02BE01
29824,214130,D11AX26
29825,214130,N06BC01
29826,895213,N02AA01
29827,1087208,G01AD03
29828,1087208,S01XA15
29829,1087208,A11GA01
29830,1087208,V04CX02
29831,1087208,B03BB01
29832,1087208,B03BA01
29833,1087208,B03AA02
29834,1087208,B03AD02
29835,1012015,A07EA01
29836,1012015,C05AA04
29837,1012015,D07AA03
29838,1012015,D07XA02
29839,1012015,H02AB06
29840,1012015,R01AD02
29841,1012015,S01BA04
29842,1012015,S01CB02
29843,1012015,S02BA03
29844,1012015,S03BA02
29845,1012015,S01AB04
29846,1012015,D10AF06
29847,860595,R01BA01
29848,860595,R05DA03
29849,1314667,G01AD03
29850,1314667,S01XA15
29851,1314667,A11GA01
29852,1314667,A11HA05
29853,1314667,A11HA31
29854,1314667,D03AX04
29855,1314667,V04CX02
29856,1314667,B03BB01
29857,1314667,A06AD04
29858,1314667,A12CC02
29859,1314667,B05XA05
29860,1314667,D11AX05
29861,1314667,V04CC02
29862,1314667,C04AC01
29863,1314667,C10AD02
29864,1314667,S01XA26
29865,1314667,A11HA04
29866,1314667,A11DA01
29867,1314667,B03BA01
29868,1314667,V03AB20
29869,1314667,B03AA02
29870,1314667,B03AD02
29871,1314667,B05XA18
29872,1314667,A12CB01
29873,1314667,A11HA02
29874,1098134,C04AC01
29875,1098134,C10AD02
29876,901610,J01DF01
29877,827346,A01AC03
29878,827346,A07EA02
29879,827346,C05AA01
29880,827346,D07AA02
29881,827346,D07XA01
29882,827346,H02AB09
29883,827346,S01BA02
29884,827346,S01CB03
29885,827346,S02BA01
29886,205604,A01AB22
29887,205604,J01AA02
29888,218072,C03AA03
29889,218072,C07AB02
29890,1737562,C01BB01
29891,1737562,C05AD01
29892,1737562,D04AB01
29893,1737562,N01BB02
29894,1737562,R02AD02
29895,1737562,S01HA07
29896,1737562,S02DA01
29897,284743,A10BB01
29898,284743,A10BA02
29899,209674,D01AE18
29900,1487372,D01AE12
29901,1487372,S01BC08
29902,1246375,R05DA09
29903,1014678,R06AE07
29904,748312,B05BC02
29905,748312,D02AE01
29906,206637,S01KA02
29907,197372,D05AC01
29908,404668,D10AD04
29909,404668,D10BA01
29910,1597134,G03BA03
29911,245271,H01BB02
29912,1536914,A12AA03
29913,1536914,D11AX03
29914,205751,C10AB04
29915,1192530,R06AE04
29916,1192530,C01CA06
29917,1192530,R01AA04
29918,1192530,R01AB01
29919,1192530,R01BA03
29920,1192530,S01FB01
29921,1192530,S01GA05
29922,860752,R06AA10
29923,545236,D06AX07
29924,545236,J01GB03
29925,545236,S01AA11
29926,545236,S02AA14
29927,545236,S03AA06
29928,581584,J01DC02
29929,581584,S01AA27
29930,1596030,J01GB01
29931,1596030,S01AA12
29932,797697,D07AC07
29933,203680,A10BB07
29934,1725079,N01BB01
29935,209065,B03BA01
29936,208263,R03DA04
29937,219397,C10AC01
29938,1303131,A07EA03
29939,1303131,H02AB07
29940,539482,J05AP01
29941,202639,A01AC03
29942,202639,A07EA02
29943,202639,C05AA01
29944,202639,D07AA02
29945,202639,D07XA01
29946,202639,H02AB09
29947,202639,S01BA02
29948,202639,S01CB03
29949,202639,S02BA01
29950,2003664,B02BB01
29951,2003664,B02BC06
29952,2003664,B02BD30
29953,203253,D10AF02
29954,203253,J01FA01
29955,203253,S01AA17
29956,348020,A09AB04
29957,348020,A02AA01
29958,348020,A06AD01
29959,639464,N06AB03
29960,1043241,D11AX12
29961,1149378,N02AX06
29962,799832,N04BC04
29963,1994540,A09AB04
29964,1994540,A06AB08
29965,1994540,A02AA02
29966,1994540,A06AD02
29967,1994540,A12CC10
29968,35829,C01EB18
29969,993472,C01CA17
29970,1653786,A07DA06
29971,1101754,D11AX26
29972,1101754,N06BC01
29973,1101754,N02BE01
29974,1101754,A01AD05
29975,1101754,B01AC06
29976,1101754,N02BA01
29977,310534,A10BB01
29978,283077,A07EA01
29979,283077,C05AA04
29980,283077,D07AA03
29981,283077,D07XA02
29982,283077,H02AB06
29983,283077,R01AD02
29984,283077,S01BA04
29985,283077,S01CB02
29986,283077,S02BA03
29987,283077,S03BA02
29988,24812,N03AX10
29989,1360071,N01AH01
29990,1360071,N02AB03
29991,1115991,C01CA26
29992,1115991,R01AA03
29993,1115991,R01AB05
29994,1115991,R03CA02
29995,1115991,S01FB02
29996,1115991,R05CA03
29997,1918044,L02BX03
29998,858751,A05AA02
29999,224890,J05AG01
30000,1659445,A01AC03
30001,1659445,A07EA02
30002,1659445,C05AA01
30003,1659445,D07AA02
30004,1659445,D07XA01
30005,1659445,H02AB09
30006,1659445,S01BA02
30007,1659445,S01CB03
30008,1659445,S02BA01
30009,312770,A02BA02
30010,1307253,R05DA09
30011,1307253,R05CA03
30012,1307253,R01BA02
30013,1116758,P01BA01
30014,1001714,D10AB02
30015,1001714,S01AB04
30016,1001714,D10AF06
30017,668364,N01AH01
30018,668364,N02AB03
30019,829734,A06AD04
30020,829734,A12CC02
30021,829734,B05XA05
30022,829734,D11AX05
30023,829734,V04CC02
30024,466541,A01AB08
30025,466541,A07AA01
30026,466541,B05CA09
30027,466541,D06AX04
30028,466541,J01GB05
30029,466541,R02AB01
30030,466541,S01AA03
30031,466541,S02AA07
30032,466541,S03AA01
30033,466541,A07AA05
30034,466541,J01XB02
30035,466541,S01AA18
30036,466541,S02AA11
30037,466541,S03AA03
30038,828448,N06AB05
30039,216632,R01BA02
30040,1294268,C05AD07
30041,1294268,D04AB07
30042,1294268,D08AE05
30043,1294268,A16AX05
30044,690313,L01AA01
30045,690313,V04CX04
30046,690313,A06AD16
30047,690313,B05BC01
30048,690313,B05CX04
30049,690313,R05CB16
30050,311214,A07AA08
30051,311214,J01GB04
30052,311214,S01AA24
30053,855869,N03AB02
30054,1372449,C05AD03
30055,1372449,D04AB04
30056,1372449,N01BA05
30057,1372449,R02AD01
30058,1049615,N02AA05
30059,617322,J01CA04
30060,198116,A12BA01
30061,198116,B05XA01
30062,91119,N06AF04
30063,4257,B02BD02
30064,197769,C03AA03
30065,6758,N03AA01
30066,1363781,R06AB04
30067,1363781,R01BA02
30068,825003,A04AA02
30069,199422,J05AG01
30070,239240,A01AB04
30071,239240,A07AA07
30072,239240,G01AA03
30073,239240,J02AA01
30074,1008849,B05BC02
30075,1008849,D02AE01
30076,1008849,D01AE12
30077,1008849,S01BC08
30078,562790,N06AB05
30079,583152,C05AD03
30080,583152,D04AB04
30081,583152,N01BA05
30082,583152,R02AD01
30083,603203,L01EB02
30084,311680,A01AB17
30085,311680,D06BX01
30086,311680,G01AF01
30087,311680,J01XD01
30088,311680,P01AB01
30089,196468,C02CA04
30090,977935,N02AA11
30091,803062,V03AB20
30092,803062,B05XA18
30093,803062,A12CB01
30094,403807,H01AX01
30095,1359157,N02BE01
30096,1359157,R01BA02
30097,1359157,R06AB04
30098,1046751,C01CA06
30099,1046751,R01AA04
30100,1046751,R01AB01
30101,1046751,R01BA03
30102,1046751,S01FB01
30103,1046751,S01GA05
30104,1046751,N02BE01
30105,1046751,D04AA32
30106,1046751,R06AA02
30107,1650968,N05AX13
30108,617310,C10AA05
30109,466514,R06AB04
30110,466514,R05DA03
30111,466514,R01BA02
30112,692685,G03BA01
30113,1649486,C01EB17
30114,6728,B02BA02
30115,1087249,V04CX02
30116,1087249,B03BB01
30117,1087249,B03BA01
30118,1087249,G01AD03
30119,1087249,S01XA15
30120,1087249,A11GA01
30121,1248057,D04AA10
30122,1248057,R06AD02
30123,1248057,C01CA06
30124,1248057,R01AA04
30125,1248057,R01AB01
30126,1248057,R01BA03
30127,1248057,S01FB01
30128,1248057,S01GA05
30129,216474,C05AA11
30130,216474,D07AC08
30131,1090078,D04AA32
30132,1090078,R06AA02
30133,486096,B05BC02
30134,486096,D02AE01
30135,1599555,B01AF03
30136,993945,N02BE01
30137,993945,D11AX26
30138,993945,N06BC01
30139,993945,R05DA04
30140,282539,V03AE07
30141,282539,V03AE04
30142,282539,A02AA01
30143,282539,A06AD01
30144,724887,C08CA01
30145,724887,C09CA03
30146,724887,C09DB01
30147,1812168,C01CA07
30148,1011739,C09XA02
30149,360576,A09AA04
30150,309371,A01AB18
30151,309371,D01AC01
30152,309371,G01AF02
30153,1792832,A01AD05
30154,1792832,B01AC06
30155,1792832,N02BA01
30156,994014,N02BE01
30157,994014,R05DA04
30158,994014,R06AB04
30159,991743,B02AB02
30160,197839,C01DA08
30161,197839,C05AE02
30162,308705,D10AD02
30163,308705,R01AX02
30164,308705,S01XA02
30165,308705,A11CA01
30166,308705,A11CA02
30167,308705,D02BB01
30168,707544,A12CA01
30169,707544,B05CB01
30170,707544,B05XA03
30171,403799,G04BD04
30172,351290,L04AB04
30173,749207,V03AE02
30174,1000502,R05DA09
30175,1000502,R05CA03
30176,1000502,C01CA06
30177,1000502,R01AA04
30178,1000502,R01AB01
30179,1000502,R01BA03
30180,1000502,S01FB01
30181,1000502,S01GA05
30182,864712,N07BC02
30183,904467,C10AA03
30184,248642,N06AB03
30185,863600,D10AF02
30186,863600,J01FA01
30187,863600,S01AA17
30188,20012,D03AX01
30189,4500,D07AC07
30190,217091,B03AA07
30191,217091,B03AD03
30192,197374,A01AD05
30193,197374,B01AC06
30194,197374,N02BA01
30195,859033,N04BC05
30196,897596,C08DA01
30197,579148,N06DA04
30198,1659960,N02BE01
30199,1659960,D04AA32
30200,1659960,R06AA02
30201,1659960,C01CA06
30202,1659960,R01AA04
30203,1659960,R01AB01
30204,1659960,R01BA03
30205,1659960,S01FB01
30206,1659960,S01GA05
30207,142427,R06AB01
30208,672917,C08CA05
30209,262272,A01AB18
30210,262272,D01AC01
30211,262272,G01AF02
30212,262272,A01AC03
30213,262272,A07EA02
30214,262272,C05AA01
30215,262272,D07AA02
30216,262272,D07XA01
30217,262272,H02AB09
30218,262272,S01BA02
30219,262272,S01CB03
30220,262272,S02BA01
30221,310142,A11CC01
30222,1726676,L01DC01
30223,1300081,R06AB01
30224,1300081,R01BA02
30225,347061,A01AA01
30226,347061,A12CD01
30227,6387,C01BB01
30228,6387,C05AD01
30229,6387,D04AB01
30230,6387,N01BB02
30231,6387,R02AD02
30232,6387,S01HA07
30233,6387,S02DA01
30234,284140,P03AX05
30235,313941,D01AE14
30236,313941,G01AX12
30237,106964,A01AC03
30238,106964,A07EA02
30239,106964,C05AA01
30240,106964,D07AA02
30241,106964,D07XA01
30242,106964,H02AB09
30243,106964,S01BA02
30244,106964,S01CB03
30245,106964,S02BA01
30246,106964,C01BB01
30247,106964,C05AD01
30248,106964,D04AB01
30249,106964,N01BB02
30250,106964,R02AD02
30251,106964,S01HA07
30252,106964,S02DA01
30253,1294350,C01CA06
30254,1294350,R01AA04
30255,1294350,R01AB01
30256,1294350,R01BA03
30257,1294350,S01FB01
30258,1294350,S01GA05
30259,1294350,D04AA32
30260,1294350,R06AA02
30261,1115703,N01BX02
30262,1115703,R02AD04
30263,1115703,A06AG04
30264,1115703,A06AX01
30265,835589,N06AA02
30266,583099,N06DA04
30267,1551295,A10BJ05
30268,828581,N02BE01
30269,828581,N02AC04
30270,1426693,M01AX25
30271,1426693,M01AX05
30272,198894,G01AD03
30273,198894,S01XA15
30274,198894,A11GA01
30275,217815,S01KA02
30276,6669,J07BD
30277,204892,N03AE01
30278,253113,L01AB01
30279,1007798,A06AA01
30280,1007798,C01CA06
30281,1007798,R01AA04
30282,1007798,R01AB01
30283,1007798,R01BA03
30284,1007798,S01FB01
30285,1007798,S01GA05
30286,207086,A03BB03
30287,207086,S01FA03
30288,206883,D10AD04
30289,206883,D10BA01
30290,966417,H03AA01
30291,227948,N06AX12
30292,209660,D01AE18
30293,1658002,J07BK01
30294,876533,C09CA07
30295,876533,C08CA01
30296,876533,C09DB04
30297,351991,N04BC04
30298,1719287,C03CA01
30299,861534,N02AB02
30300,709271,L04AB05
30301,1013931,C02AC01
30302,1013931,N02CX02
30303,1013931,S01EA04
30304,402244,L01XG01
30305,606562,A03BA03
30306,860499,R05CA03
30307,860499,R05DA03
30308,432638,N02BE01
30309,432638,A01AD05
30310,432638,B01AC06
30311,432638,N02BA01
30312,749802,C10AB05
30313,251189,A06AB06
30314,968181,C05BB02
30315,1000673,S01AB04
30316,1000673,D10AF06
30317,1359979,A10BJ01
30318,1739754,N03AX23
30319,1115570,A16AX01
30320,260351,C01AA05
30321,198627,B03AD05
30322,198627,B03AA03
30323,808085,G01AD03
30324,808085,S01XA15
30325,808085,A11GA01
30326,247551,A07EA06
30327,247551,D07AC09
30328,247551,R01AD05
30329,247551,R03BA02
30330,310414,V03AB34
30331,199864,C05AD03
30332,199864,D04AB04
30333,199864,N01BA05
30334,199864,R02AD01
30335,797654,A02AC01
30336,797654,A12AA04
30337,797654,V04CX02
30338,797654,B03BB01
30339,797654,D10AD02
30340,797654,R01AX02
30341,797654,S01XA02
30342,797654,A11CA01
30343,797654,A11HA03
30344,797654,A11DA01
30345,797654,G01AD03
30346,797654,S01XA15
30347,797654,A11GA01
30348,797654,B03BA01
30349,797654,S01XA26
30350,797654,A11HA04
30351,797654,A11HA01
30352,797654,A11HA05
30353,797654,A02AA02
30354,797654,A06AD02
30355,797654,A12CC10
30356,797654,B03AA02
30357,797654,B03AD02
30358,847259,A10AB06
30359,1246528,A01AC03
30360,1246528,A07EA02
30361,1246528,C05AA01
30362,1246528,D07AA02
30363,1246528,D07XA01
30364,1246528,H02AB09
30365,1246528,S01BA02
30366,1246528,S01CB03
30367,1246528,S02BA01
30368,1246528,C05AD07
30369,1246528,D04AB07
30370,1010763,C01BB01
30371,1010763,C05AD01
30372,1010763,D04AB01
30373,1010763,N01BB02
30374,1010763,R02AD02
30375,1010763,S01HA07
30376,1010763,S02DA01
30377,1010763,A01AD01
30378,1010763,B02BC09
30379,1010763,C01CA24
30380,1010763,R01AA14
30381,1010763,R03AA01
30382,1010763,S01EA01
30383,597747,L01EX02
30384,207774,C08CA05
30385,1234563,C01CA06
30386,1234563,R01AA04
30387,1234563,R01AB01
30388,1234563,R01BA03
30389,1234563,S01FB01
30390,1234563,S01GA05
30391,1191224,V03AB15
30392,1191224,A06AH04
30393,1665099,J01DE01
30394,384455,J01AA12
30395,1652087,R06AB04
30396,1652087,R05DA04
30397,351762,C09CA03
30398,790278,D07AC13
30399,790278,D07XC03
30400,790278,R01AD09
30401,790278,R03BA07
30402,1791371,A16AA01
30403,17276,C03AA03
30404,17276,C03DA01
30405,201348,C02DC01
30406,201348,D11AX01
30407,215643,D10AE01
30408,1600695,N06BA01
30409,1116572,R05DA09
30410,1116572,R05CA03
30411,1116572,N02BE01
30412,1116572,C01CA06
30413,1116572,R01AA04
30414,1116572,R01AB01
30415,1116572,R01BA03
30416,1116572,S01FB01
30417,1116572,S01GA05
30418,808917,J01XX01
30419,197725,M01AE09
30420,197725,M02AA19
30421,197725,R02AX01
30422,197725,S01BC04
30423,308691,D10AE01
30424,844927,G04BD10
30425,91251,A02BA01
30426,260265,A10AB04
30427,260265,A10AC04
30428,260265,A10AD04
30429,91166,C01CA26
30430,91166,R01AA03
30431,91166,R01AB05
30432,91166,R03CA02
30433,91166,S01FB02
30434,207100,A01AB10
30435,207100,A07AA03
30436,207100,D01AA02
30437,207100,G01AA02
30438,207100,S01AA10
30439,208513,G03CA57
30440,688892,A02BA03
30441,688892,A02AC01
30442,688892,A12AA04
30443,688892,A02AA04
30444,688892,G04BX01
30445,763604,B05CB04
30446,763604,B05XA02
30447,763604,A12BA01
30448,763604,B05XA01
30449,763604,A12CA01
30450,763604,B05CB01
30451,763604,B05XA03
30452,545353,N05AH03
30453,810079,G04BD11
30454,1049709,N02AA05
30455,1049709,N02BE01
30456,1370768,A01AC03
30457,1370768,A07EA02
30458,1370768,C05AA01
30459,1370768,D07AA02
30460,1370768,D07XA01
30461,1370768,H02AB09
30462,1370768,S01BA02
30463,1370768,S01CB03
30464,1370768,S02BA01
30465,1370768,D07AB02
30466,896106,D01AE22
30467,1303132,A07EA03
30468,1303132,H02AB07
30469,1190429,A06AG04
30470,1190429,A06AX01
30471,209494,N02BE01
30472,901557,N04BC05
30473,1312997,D01AE12
30474,1312997,S01BC08
30475,1007740,A07BC01
30476,312398,C01CA06
30477,312398,R01AA04
30478,312398,R01AB01
30479,312398,R01BA03
30480,312398,S01FB01
30481,312398,S01GA05
30482,81990,A16AA04
30483,81990,S01XA21
30484,1790219,H05BX03
30485,1094329,N05CH01
30486,1094329,N06AX02
30487,359329,R05CA03
30488,359329,R05DB05
30489,253137,M01AX25
30490,253137,M01AX05
30491,1242125,C05BB05
30492,1242125,D08AE03
30493,1242125,N01BX03
30494,1242125,R02AA19
30495,562815,N06AB05
30496,1363484,S01KA02
30497,198086,N03AA02
30498,324026,R06AX26
30499,197553,L04AD01
30500,197553,S01XA18
30501,1723478,B01AE07
30502,198547,A12AA03
30503,198547,D11AX03
30504,308901,A02AC01
30505,308901,A12AA04
30506,205860,J01FA09
30507,1607785,V03AC03
30508,543666,D01AE12
30509,543666,S01BC08
30510,1648201,N06BA04
30511,1726268,A16AB02
30512,1924604,A01AC03
30513,1924604,A07EA02
30514,1924604,C05AA01
30515,1924604,D07AA02
30516,1924604,D07XA01
30517,1924604,H02AB09
30518,1924604,S01BA02
30519,1924604,S01CB03
30520,1924604,S02BA01
30521,1657769,J07AF
30522,1657769,J07AF01
30523,1657769,J07AM01
30524,483438,N03AX16
30525,210346,C05BB05
30526,210346,D08AE03
30527,210346,N01BX03
30528,210346,R02AA19
30529,746030,C07AB03
30530,746030,C03BA04
30531,1804748,J02AX06
30532,1595626,M02AB01
30533,1595626,N01BX04
30534,1595626,C01BB01
30535,1595626,C05AD01
30536,1595626,D04AB01
30537,1595626,N01BB02
30538,1595626,R02AD02
30539,1595626,S01HA07
30540,1595626,S02DA01
30541,104776,N05AH02
30542,1490036,C01CA27
30543,1918211,D07AC17
30544,1918211,R01AD08
30545,1918211,R03BA05
30546,1918211,R03AC12
30547,1918211,R03AK06
30548,1233698,C05AD07
30549,1233698,D04AB07
30550,201653,N05AG02
30551,800474,G01AD01
30552,800474,B05CX01
30553,800474,V04CA02
30554,800474,V06DC01
30555,800474,A12AA07
30556,800474,B05XA07
30557,800474,G04BA03
30558,800474,A12CC01
30559,800474,B05XA11
30560,800474,A12CA01
30561,800474,B05CB01
30562,800474,B05XA03
30563,1087259,B03BA01
30564,1087259,A02AC01
30565,1087259,A12AA04
30566,1087259,V04CX02
30567,1087259,B03BB01
30568,1087259,A11HA02
30569,152293,B01AC13
30570,218860,A11HA03
30571,218860,G01AD03
30572,218860,S01XA15
30573,218860,A11GA01
30574,218860,A11CA02
30575,218860,D02BB01
30576,218860,A12CE01
30577,207364,D10AF07
30578,207364,A01AB23
30579,207364,J01AA08
30580,284818,G03GA08
30581,284818,G03GA01
30582,904026,R06AX13
30583,1545666,A10BK03
30584,205316,N03AX11
30585,152318,N05AX08
30586,217992,J01MA12
30587,217992,S01AE05
30588,261504,C01AA05
30589,1804513,D03AX05
30590,1804513,M09AX01
30591,1804513,R01AX09
30592,1804513,S01KA01
30593,236601,D01AC14
30594,236601,G01AF19
30595,1736857,L01XA01
30596,152880,L02BA02
30597,405055,A06AB02
30598,405055,A06AG02
30599,1869821,R01AA05
30600,1869821,R01AB07
30601,1869821,S01GA04
30602,284870,D11AX18
30603,284870,M01AB05
30604,284870,M02AA15
30605,284870,S01BC03
30606,1370125,R05DA09
30607,1370125,R06AB04
30608,1989112,A01AD01
30609,1989112,B02BC09
30610,1989112,C01CA24
30611,1989112,R01AA14
30612,1989112,R03AA01
30613,1989112,S01EA01
30614,637560,J01MA15
30615,992478,D04AA10
30616,992478,R06AD02
30617,1718936,N05AH03
30618,1673869,R05DA09
30619,1673869,N02BE01
30620,1673869,R05CA03
30621,1673869,R01BA02
30622,1235595,J05AJ01
30623,84158,G02AB01
30624,1087614,A01AB09
30625,1087614,A07AC01
30626,1087614,D01AC02
30627,1087614,G01AF04
30628,1087614,J02AB01
30629,1087614,S02AA13
30630,28874,A03BA01
30631,28874,S01FA01
30632,28874,A07DA01
30633,1299018,C01EB16
30634,1299018,G02CC01
30635,1299018,M01AE01
30636,1299018,M02AA13
30637,1299018,R02AX02
30638,1299018,R01BA02
30639,896006,D07AC17
30640,896006,R01AD08
30641,896006,R03BA05
30642,896006,R01AD12
30643,896006,R03BA09
30644,313415,J01GB01
30645,313415,S01AA12
30646,1795607,B05CX01
30647,1795607,V04CA02
30648,1795607,V06DC01
30649,1650127,N02BE01
30650,196476,D11AX10
30651,196476,G04CB01
30652,999935,C04AC01
30653,999935,C10AD02
30654,999935,C10AA01
30655,701678,A02AC01
30656,701678,A12AA04
30657,1190225,R03AC02
30658,1190225,R03CC02
30659,1190225,R01AX03
30660,1190225,R03BB01
30661,94660,D08AE01
30662,1051071,G03BA03
30663,1013939,C02AC01
30664,1013939,N02CX02
30665,1013939,S01EA04
30666,1234972,R01BA02
30667,1234972,R06AB01
30668,1234972,N02AA08
30669,9384,J04AB02
30670,731457,A10BB12
30671,731457,A10BG03
30672,731457,A10BD06
30673,1113417,R05DA04
30674,1113417,R01BA02
30675,1113417,R06AB04
30676,217468,G03CA03
30677,1092422,D04AA32
30678,1092422,R06AA02
30679,1191026,S01HA04
30680,197639,R03DA01
30681,197639,R05CA03
30682,562518,C08CA03
30683,1245373,C01AA05
30684,797544,D08AX05
30685,1594663,L04AA34
30686,312832,N05AX08
30687,1356781,R01BA02
30688,1356781,R05CA03
30689,218395,A02AB01
30690,218395,A02AA04
30691,218395,G04BX01
30692,1008380,M01AX05
30693,260476,A11HA03
30694,858664,C05AD03
30695,858664,D04AB04
30696,858664,N01BA05
30697,858664,R02AD01
30698,1008769,D10AE01
30699,1008769,D01AE12
30700,1008769,S01BC08
30701,203203,N01AH02
30702,1049160,R01BA02
30703,313794,R03DA05
30704,106963,A01AC03
30705,106963,A07EA02
30706,106963,C05AA01
30707,106963,D07AA02
30708,106963,D07XA01
30709,106963,H02AB09
30710,106963,S01BA02
30711,106963,S01CB03
30712,106963,S02BA01
30713,106963,A01AB08
30714,106963,A07AA01
30715,106963,B05CA09
30716,106963,D06AX04
30717,106963,J01GB05
30718,106963,R02AB01
30719,106963,S01AA03
30720,106963,S02AA07
30721,106963,S03AA01
30722,214594,R05CA03
30723,214594,R05DA03
30724,220143,A01AD05
30725,220143,B01AC06
30726,220143,N02BA01
30727,220143,D11AX26
30728,220143,N06BC01
30729,220143,N02AA08
30730,1945044,D07AC17
30731,1945044,R01AD08
30732,1945044,R03BA05
30733,1945044,R01AD12
30734,1945044,R03BA09
30735,1945044,R03BB07
30736,2001508,N03AX09
30737,311077,L03AB05
30738,996561,N06DX01
30739,260376,G04CA03
30740,239237,D01AA08
30741,239237,D01BA01
30742,309594,B03BA01
30743,580267,M03BX02
30744,200156,D01AE12
30745,200156,S01BC08
30746,3146,R05DA09
30747,1999531,J05AB06
30748,1999531,S01AD09
30749,203313,M01AE04
30750,1987734,L01EA04
30751,891889,N02AA01
30752,1658329,N05AX16
30753,212300,J01DB01
30754,105999,M01AE03
30755,105999,M02AA10
30756,1536157,R05DA09
30757,214301,C05AD03
30758,214301,D04AB04
30759,214301,N01BA05
30760,214301,R02AD01
30761,214301,R06AA10
30762,583520,J02AX05
30763,616812,D07AC13
30764,616812,D07XC03
30765,616812,R01AD09
30766,616812,R03BA07
30767,1092450,D04AA32
30768,1092450,R06AA02
30769,1307619,L01EA04
30770,197625,C02CA04
30771,1014305,B02BB01
30772,1014305,B02BC06
30773,1014305,B02BD30
30774,998530,A01AB09
30775,998530,A07AC01
30776,998530,D01AC02
30777,998530,G01AF04
30778,998530,J02AB01
30779,998530,S02AA13
30780,199870,M02AB01
30781,199870,N01BX04
30782,215122,R06AX26
30783,215122,R01BA02
30784,1299811,A11CC05
30785,1299811,A02AC01
30786,1299811,A12AA04
30787,1307421,A06AX04
30788,202399,G02CC02
30789,202399,M01AE02
30790,202399,M02AA12
30791,404711,G04BE08
30792,1094833,L01XC11
30793,1600717,C08CA01
30794,1600717,C09AA04
30795,1236048,D04AA32
30796,1236048,R06AA02
30797,1236048,C01CA06
30798,1236048,R01AA04
30799,1236048,R01AB01
30800,1236048,R01BA03
30801,1236048,S01FB01
30802,1236048,S01GA05
30803,213071,A06AB06
30804,1014182,A11CC01
30805,1014182,A12AA13
30806,1014182,A02AA02
30807,1014182,A06AD02
30808,1014182,A12CC10
30809,607120,B03BA01
30810,607120,V04CX02
30811,607120,B03BB01
30812,607120,A11HA02
30813,1863606,B05CX01
30814,1863606,V04CA02
30815,1863606,V06DC01
30816,1863606,A12BA01
30817,1863606,B05XA01
30818,1863606,A12CA01
30819,1863606,B05CB01
30820,1863606,B05XA03
30821,1490000,R05DA09
30822,1490000,R05CA03
30823,1490000,C01CA06
30824,1490000,R01AA04
30825,1490000,R01AB01
30826,1490000,R01BA03
30827,1490000,S01FB01
30828,1490000,S01GA05
30829,1989795,B02BX06
30830,895664,C01EB16
30831,895664,G02CC01
30832,895664,M01AE01
30833,895664,M02AA13
30834,895664,R02AX02
30835,895664,D04AA32
30836,895664,R06AA02
30837,198057,N05BA04
30838,4501,N05CD01
30839,809031,C02DC01
30840,809031,D11AX01
30841,208386,N05AC02
30842,151029,D07AC13
30843,151029,D07XC03
30844,151029,R01AD09
30845,151029,R03BA07
30846,1667668,N05AX15
30847,22656,G03AC09
30848,863847,N02AA01
30849,863847,N07BB04
30850,1234519,A01AC03
30851,1234519,A07EA02
30852,1234519,C05AA01
30853,1234519,D07AA02
30854,1234519,D07XA01
30855,1234519,H02AB09
30856,1234519,S01BA02
30857,1234519,S01CB03
30858,1234519,S02BA01
30859,1234519,C05AD07
30860,1234519,D04AB07
30861,1367416,A11CC01
30862,746083,A06AA01
30863,240754,L04AA40
30864,240754,L01BB04
30865,1044532,A02AC01
30866,1044532,A12AA04
30867,901814,C01EB16
30868,901814,G02CC01
30869,901814,M01AE01
30870,901814,M02AA13
30871,901814,R02AX02
30872,901814,D04AA32
30873,901814,R06AA02
30874,582595,B01AC11
30875,1431647,L04AB06
30876,319864,M03AC11
30877,1598820,D10AE01
30878,1598820,D10AF01
30879,1598820,G01AA10
30880,1598820,J01FF01
30881,310671,N05AD01
30882,1538137,L04AA33
30883,847011,A01AA01
30884,847011,A12CD01
30885,220309,C08DB01
30886,220309,C05AE03
30887,466529,R06AB04
30888,466529,R05CA03
30889,466529,R05DA03
30890,466529,R01BA02
30891,1116967,M02AB01
30892,1116967,N01BX04
30893,1116967,D01AE12
30894,1116967,S01BC08
30895,792051,M02AB01
30896,792051,N01BX04
30897,1039073,C05AD03
30898,1039073,D04AB04
30899,1039073,N01BA05
30900,1039073,R02AD01
30901,1039073,A06AG04
30902,1039073,A06AX01
30903,313272,R03DA04
30904,5928,V08AA03
30905,203547,A03BB01
30906,404414,N02AE01
30907,404414,N07BC01
30908,1305281,G01AD03
30909,1305281,S01XA15
30910,1305281,A11GA01
30911,1305281,A06AA02
30912,1305281,V04CX02
30913,1305281,B03BB01
30914,1305281,A11CC05
30915,1305281,B03AA02
30916,1305281,B03AD02
30917,1305281,A11HA02
30918,198029,N07BA01
30919,1919073,D04AA32
30920,1919073,R06AA02
30921,858268,D05AC01
30922,1729008,B01AC27
30923,21183,A09AB04
30924,44,R05CB05
30925,44,V03AF01
30926,308763,D01AE12
30927,308763,S01BC08
30928,215855,C05BB05
30929,215855,D08AE03
30930,215855,N01BX03
30931,215855,R02AA19
30932,30236,N02AA01
30933,206963,C01EB03
30934,206963,M01AB01
30935,206963,M02AA23
30936,206963,S01BC01
30937,1045452,L01XX41
30938,1020030,D10AE01
30939,1000153,G03AC06
30940,1000153,G03DA02
30941,1000153,L02AB02
30942,1298364,S01FA04
30943,235559,J01XE01
30944,1243033,A10BH05
30945,1243033,A10BA02
